,0,1,2,3,4,5,6,7,8,9,10
146,0,0,0,0,0,0,0,0,0,0,0
147,10454022,2020/12/31,12414,0,0,0,0,0,0,0,0
148,10454022,2021/1/1,25566,3,74,4,0,0,0,0,0
149,10454022,2021/1/2,19944,0,0,0,0,0,0,0,0
150,10496347,2020/12/31,7212,0,0,0,0,0,0,0,0
151,10496347,2021/1/1,9282,0,0,0,0,0,0,0,0
152,10496347,2021/1/2,1452,0,0,0,0,0,0,0,0
153,10496347,2021/1/3,8778,0,0,0,0,0,0,0,0
154,10496347,2021/1/4,7506,0,0,0,0,0,0,0,0
155,10496347,2021/1/5,6804,0,0,0,0,0,0,0,0
156,10496347,2021/1/6,12402,0,0,0,0,0,0,0,0
157,10496347,2021/1/7,11988,0,0,0,0,0,0,0,0
158,10496347,2021/1/8,29862,0,0,0,0,0,0,0,0
159,10496347,2021/1/9,27042,0,0,0,0,0,0,0,0
160,10496347,2021/1/10,8994,0,0,0,0,0,0,0,0
161,10496347,2021/1/11,15894,0,0,0,0,0,0,0,0
162,10496347,2021/1/12,3642,0,0,0,0,0,0,0,0
163,10496347,2021/1/13,12960,0,0,0,0,0,0,0,0
164,0,0,0,0,0,0,0,0,0,0,0
165,0,0,0,0,0,0,0,0,0,0,0
166,0,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,0,0,0,0,0,0
168,0,0,0,0,0,0,0,0,0,0,0
169,0,0,0,0,0,0,0,0,0,0,0
170,10496347,2021/1/20,11412,0,0,0,0,0,0,0,0
171,10496347,2021/1/14,30168,0,0,0,0,0,0,0,0
172,10496347,2021/1/15,11346,0,0,0,0,0,0,0,0
173,10496347,2021/1/16,7176,0,0,0,0,0,0,0,0
174,10496347,2021/1/17,7818,0,0,0,0,0,0,0,0
175,10496347,2021/1/18,10698,0,0,0,0,0,0,0,0
176,10496347,2021/1/19,13290,0,0,0,0,0,0,0,0
177,0,0,0,0,0,0,0,0,0,0,0
178,10496347,2021/1/21,9108,0,0,0,0,0,0,0,0
179,10496347,2021/1/22,12594,0,0,0,0,0,0,0,0
180,10500041,2020/12/9,10806,0,0,0,0,0,0,0,0
181,10500041,2020/12/10,13056,0,0,0,0,0,0,0,0
182,10500041,2020/12/11,18408,0,0,0,0,0,0,0,0
183,10500041,2020/12/12,14520,0,0,0,0,0,0,0,0
184,10500041,2020/12/13,15024,0,0,0,0,0,0,0,0
185,10500041,2020/12/14,12042,0,0,0,0,0,0,0,0
186,10500041,2020/12/15,13266,0,0,0,0,0,0,0,0
187,10500041,2020/12/16,14646,0,0,0,0,0,0,0,0
188,10500041,2020/12/17,14094,0,0,0,0,0,0,0,0
189,10500041,2020/12/18,12642,0,0,0,0,0,0,0,0
190,10500041,2020/12/19,1824,0,0,0,0,0,0,0,0
191,10500041,2020/12/20,0,0,0,0,0,0,0,0,0
192,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,0
195,10500041,2020/12/24,0,0,0,0,0,0,0,0,0
196,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0,0,0,0,0,0,0
198,10500041,2020/12/27,174,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0
200,0,0,0,0,0,0,0,0,0,0,0
201,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0
204,0,0,0,0,0,0,0,0,0,0,0
205,0,0,0,0,0,0,0,0,0,0,0
206,0,0,0,0,0,0,0,0,0,0,0
207,0,0,0,0,0,0,0,0,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0
209,10500041,2021/1/7,90,0,0,0,0,0,0,0,0
210,10749878,2020/12/3,22758,0,0,0,0,0,0,0,0
211,10749878,2020/12/4,21594,0,0,0,0,0,0,0,0
212,10749878,2020/12/5,23076,0,0,0,0,0,0,0,0
213,10749878,2020/12/6,22116,0,0,0,0,0,0,0,0
214,10749878,2020/12/7,21366,0,0,0,0,0,0,0,0
215,10749878,2020/12/8,20232,0,0,0,0,0,0,0,0
216,10749878,2020/12/9,21054,0,0,0,0,0,0,0,0
217,10749878,2020/12/10,21330,0,0,0,0,0,0,0,0
218,10749878,2020/12/11,22254,0,0,0,0,0,0,0,0
219,10749878,2020/12/12,20058,1,38,1,0,0,0,0,0
220,10749878,2020/12/13,24288,0,0,0,0,0,0,0,0
221,10749878,2020/12/14,22818,0,0,0,0,0,0,0,0
222,10749878,2020/12/15,18126,0,0,0,0,0,0,0,0
223,10749878,2020/12/16,20472,0,0,0,0,0,0,0,0
224,10749878,2020/12/17,20562,0,0,0,0,0,0,0,0
225,10749878,2020/12/18,7968,0,0,0,0,0,0,0,0
226,10749878,2020/12/19,13824,0,0,0,0,0,0,0,0
227,10749878,2020/12/20,21594,0,0,0,0,0,0,0,0
228,10749878,2020/12/21,24966,0,0,0,0,0,0,0,0
229,10749878,2020/12/22,22146,0,0,0,0,0,0,0,0
230,10749878,2020/12/23,24324,0,0,0,0,0,0,0,0
231,10749878,2020/12/24,19068,0,0,0,0,0,0,0,0
232,10749878,2020/12/25,22296,0,0,0,0,0,0,0,0
233,10749878,2020/12/26,24318,0,0,0,0,0,0,0,0
234,10749878,2020/12/27,20142,0,0,0,0,0,0,0,0
235,10749878,2020/12/28,19686,0,0,0,0,0,0,0,0
236,10749878,2020/12/29,20190,0,0,0,0,0,0,0,0
237,10749878,2020/12/30,20028,0,0,0,0,0,0,0,0
238,10749878,2020/12/31,19146,0,0,0,0,0,0,0,0
239,10749878,2021/1/1,8952,3,26,4,0,0,0,0,0
240,10872973,2020/11/19,56982,6,403,7,0,0,0,0,0
241,10872973,2020/11/20,3798,3,88,4,0,0,0,0,0
242,10872973,2020/11/21,5712,1,51.89999962,3,0,0,0,0,0
243,10872973,2020/11/22,4842,1,22,2,0,0,0,0,0
244,10872973,2020/11/23,5796,2,74,2,0,0,0,0,0
245,10872973,2020/11/24,13500,3,95,5,0,0,0,0,0
246,10872973,2020/11/25,5364,5,208,6,0,0,0,0,0
247,10872973,2020/11/26,3234,1,5,1,0,0,0,0,0
248,10872973,2020/11/27,4488,5,243,9,0,0,0,0,0
249,10872973,2020/11/28,6666,1,17,1,0,0,0,0,0
250,10872973,2020/11/29,14238,2,34,2,0,0,0,0,0
251,10872973,2020/11/30,15780,0,0,0,0,0,0,0,0
252,10872973,2020/12/1,8946,0,0,0,0,0,0,0,0
253,10872973,2020/12/2,6366,3,206,4,0,0,0,0,0
254,10872973,2020/12/3,3702,2,88,4,0,0,0,0,0
255,10872973,2020/12/4,3798,2,37,2,0,0,0,0,0
256,10872973,2020/12/5,4764,0,0,0,0,0,0,0,0
257,10872973,2020/12/6,4206,1,9,1,0,0,0,0,0
258,10872973,2020/12/7,3264,1,5,1,0,0,0,0,0
259,10872973,2020/12/8,5748,0,0,0,0,0,0,0,0
260,10872973,2020/12/9,5538,1,17,1,0,0,0,0,0
261,10872973,2020/12/10,5772,1,17,1,0,0,0,0,0
262,10872973,2020/12/11,9906,5,272,6,0,0,0,0,0
263,10872973,2020/12/12,8280,2,104,3,0,0,0,0,0
264,10872973,2020/12/13,3558,0,0,0,0,0,0,0,0
265,10872973,2020/12/14,4104,0,0,0,0,0,0,0,0
266,10872973,2020/12/15,6978,0,0,0,0,0,0,0,0
267,10872973,2020/12/16,5442,1,134,2,0,0,0,0,0
268,10872973,2020/12/17,4092,1,42,2,0,0,0,0,0
269,10872973,2020/12/18,3402,1,17,1,0,0,0,0,0
270,10875805,2020/11/22,18822,0,0,0,0,0,0,0,0
271,10875805,2020/11/23,27732,2,19,2,0,0,0,0,0
272,10875805,2020/11/24,30792,1,17,1,0,0,0,0,0
273,10875805,2020/11/25,32136,1,34,2,0,0,0,0,0
274,10875805,2020/11/26,31668,0,0,0,0,0,0,0,0
275,10875805,2020/11/27,33798,1,25,1,0,0,0,0,0
276,10875805,2020/11/28,33864,0,0,0,0,0,0,0,0
277,10875805,2020/11/29,33462,1,0,1,0,0,0,0,0
278,10875805,2020/11/30,33528,0,0,0,0,0,0,0,0
279,10875805,2020/12/1,33912,1,17,1,0,0,0,0,0
280,10875805,2020/12/2,34092,0,0,0,0,0,0,0,0
281,10875805,2020/12/3,32268,4,76,5,0,0,0,0,0
282,10875805,2020/12/4,33960,1,0,1,0,0,0,0,0
283,10875805,2020/12/5,33432,1,0,1,0,0,0,0,0
284,10875805,2020/12/6,34464,1,0,1,0,0,0,0,0
285,10875805,2020/12/7,32520,0,0,0,0,0,0,0,0
286,10875805,2020/12/8,31716,1,0,1,0,0,0,0,0
287,10875805,2020/12/9,16440,1,0,1,0,0,0,0,0
288,10875805,2020/12/10,19074,0,0,0,0,0,0,0,0
289,10875805,2020/12/11,34962,1,67,1,0,0,0,0,0
290,10875805,2020/12/12,31626,1,35,1,0,0,0,0,0
291,10875805,2020/12/13,31206,0,0,0,0,0,0,0,0
292,10875805,2020/12/14,19722,0,0,0,0,0,0,0,0
293,10875805,2020/12/15,32922,0,0,0,0,0,0,0,0
294,10875805,2020/12/16,25572,0,0,0,0,0,0,0,0
295,10875805,2020/12/17,24282,0,0,0,0,0,0,0,0
296,10875805,2020/12/18,24720,0,0,0,0,0,0,0,0
297,10875805,2020/12/19,26490,0,0,0,0,0,0,0,0
298,10875805,2020/12/20,24558,0,0,0,0,0,0,0,0
299,10875805,2020/12/21,23664,2,17,4,0,0,0,1,0
300,0,0,0,0,0,0,0,0,0,0,0
301,10995751,2020/12/18,14844,0,0,0,0,0,0,0,0
302,10995751,2020/12/19,13218,1,25,1,0,0,0,0,0
303,10995751,2020/12/20,7068,0,0,0,0,0,0,0,0
304,0,0,0,0,0,0,0,0,0,0,0
305,0,0,0,0,0,0,0,0,0,0,0
306,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0
308,10995751,2020/12/25,3066,0,0,0,0,0,0,0,0
309,10995751,2020/12/26,13974,0,0,0,0,0,0,0,0
310,10995751,2020/12/27,15570,0,0,0,0,0,0,0,0
311,10995751,2020/12/28,1044,0,0,0,0,0,0,0,0
312,10995751,2020/12/29,16806,0,0,0,0,0,0,0,0
313,10995751,2020/12/30,4122,0,0,0,0,0,0,0,0
314,0,0,0,0,0,0,0,0,0,0,0
315,10995751,2021/1/1,15162,0,0,0,0,0,0,0,0
316,10995751,2021/1/2,17724,0,0,0,0,0,0,0,0
317,10995751,2021/1/3,7500,0,0,0,0,0,0,0,0
318,0,0,0,0,0,0,0,0,0,0,0
319,10995751,2021/1/5,3840,0,0,0,0,0,0,0,0
320,10995751,2021/1/6,3294,0,0,0,0,0,0,0,0
321,10995751,2021/1/7,15726,0,0,0,0,0,0,0,0
322,10995751,2021/1/8,10374,0,0,0,0,0,0,0,0
323,0,0,0,0,0,0,0,0,0,0,0
324,10995751,2021/1/10,2646,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0,0,0,0
326,10995751,2021/1/12,3816,0,0,0,0,0,0,0,0
327,10995751,2021/1/13,9840,0,0,0,0,0,0,0,0
328,10995751,2021/1/14,16152,0,0,0,0,0,0,0,0
329,10995751,2021/1/15,17994,0,0,0,0,0,0,0,0
330,11033771,2020/11/8,19590,0,0,0,0,0,0,0,0
331,11033771,2020/11/9,48810,0,0,0,0,0,0,0,0
332,11033771,2020/11/10,56868,0,0,0,0,0,0,0,0
333,11033771,2020/11/11,19890,0,0,0,0,0,0,0,0
334,11033771,2020/11/12,32280,1,69,1,0,0,0,0,0
335,11033771,2020/11/13,26994,0,0,0,0,0,0,0,0
336,11033771,2020/11/14,29304,1,126,2,0,0,0,0,0
337,11033771,2020/11/15,23142,0,0,0,0,0,0,0,0
338,11033771,2020/11/16,23652,1,10,0,0,0,0,0,0
339,11033771,2020/11/17,31380,0,0,0,0,0,0,0,0
340,11033771,2020/11/18,70728,0,0,0,0,0,0,0,0
341,11033771,2020/11/19,26652,0,0,0,0,0,0,0,0
342,11033771,2020/11/20,24576,1,25,1,0,0,0,0,0
343,11033771,2020/11/21,30768,0,0,0,0,0,0,0,0
344,11033771,2020/11/22,30120,0,0,0,0,0,0,0,0
345,11033771,2020/11/23,1074,0,0,0,0,0,0,0,0
346,11033771,2020/11/24,20178,0,0,0,0,0,0,0,0
347,11033771,2020/11/25,26280,0,0,0,0,0,0,0,0
348,11033771,2020/11/26,18306,0,0,0,0,0,0,0,0
349,11033771,2020/11/27,27996,0,0,0,0,0,0,0,0
350,11033771,2020/11/28,25002,0,0,0,0,0,0,0,0
351,11033771,2020/11/29,22668,0,0,0,0,0,0,0,0
352,11033771,2020/11/30,23580,0,0,0,0,0,0,0,0
353,11033771,2020/12/1,13842,0,0,0,0,0,0,0,0
354,11033771,2020/12/2,23592,0,0,0,0,0,0,0,0
355,11033771,2020/12/3,27708,0,0,0,0,0,0,0,0
356,11033771,2020/12/4,32316,0,0,0,0,0,0,0,0
357,11033771,2020/12/5,4014,0,0,0,0,0,0,0,0
358,0,0,0,0,0,0,0,0,0,0,0
359,11033771,2020/12/7,156,0,0,0,0,0,0,0,0
360,11192100,2020/12/18,13740,0,0,0,0,0,0,0,0
361,11192100,2020/12/19,8076,0,0,0,0,0,0,0,0
362,11192100,2020/12/20,5982,0,0,0,0,0,0,0,0
363,11192100,2020/12/21,4824,0,0,0,0,0,0,0,0
364,11192100,2020/12/22,7758,0,0,0,0,0,0,0,0
365,11192100,2020/12/23,5280,0,0,0,0,0,0,0,0
366,11192100,2020/12/24,14280,0,0,0,0,0,0,0,0
367,11192100,2020/12/25,16680,0,0,0,0,0,0,0,0
368,11192100,2020/12/26,20610,0,0,0,0,0,0,0,0
369,11192100,2020/12/27,3516,0,0,0,0,0,0,0,0
370,11192100,2020/12/28,12504,1,31,2,0,0,0,0,0
371,11192100,2020/12/29,8196,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0,0
373,0,0,0,0,0,0,0,0,0,0,0
374,0,0,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0
376,0,0,0,0,0,0,0,0,0,0,0
377,11192100,2021/1/4,8694,0,0,0,0,0,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0
379,11192100,2021/1/6,12078,0,0,0,0,0,0,0,0
380,0,0,0,0,0,0,0,0,0,0,0
381,11192100,2021/1/8,15366,0,0,0,0,0,0,0,0
382,11192100,2021/1/9,1746,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0,0
384,11192100,2021/1/11,7482,2,25,2,0,0,0,0,0
385,11192100,2021/1/12,5424,0,0,0,0,0,0,0,0
386,11192100,2021/1/13,15960,0,0,0,0,0,0,0,0
387,11192100,2021/1/14,11904,0,0,0,0,0,0,0,0
388,11192100,2021/1/15,20268,0,0,0,0,0,0,0,0
389,11192100,2021/1/16,28146,0,0,0,0,0,0,0,0
390,11395157,2020/12/13,17196,1,74.66000366,1,0,0,0,0,0
391,11395157,2020/12/14,3000,0,0,0,0,0,0,0,0
392,11395157,2020/12/15,9462,3,92,15,0,0,0,1,19
393,11395157,2020/12/16,20790,2,30,2,0,0,0,0,0
394,11395157,2020/12/17,16794,5,76,5,0,0,0,0,0
395,11395157,2020/12/18,8760,2,28,3,0,0,0,0,0
396,11395157,2020/12/19,9270,2,0,6,0,0,0,0,0
397,11395157,2020/12/20,10488,3,20,13,0,0,0,0,0
398,11395157,2020/12/21,22884,2,0,9,0,0,0,0,0
399,11395157,2020/12/22,14556,0,0,0,0,0,0,0,0
400,11395157,2020/12/23,4608,1,0,1,0,0,0,0,0
401,11395157,2020/12/24,13566,9,328,17,0,0,0,0,0
402,11395157,2020/12/25,14004,16,1254.720001,30,0,0,0,0,0
403,11395157,2020/12/26,12558,5,120,15,0,0,0,0,0
404,11395157,2020/12/27,19386,3,36,11,0,0,0,0,0
405,11395157,2020/12/28,10410,2,0,6,0,0,0,0,0
406,11395157,2020/12/29,11376,6,68,12,0,0,0,0,0
407,11395157,2020/12/30,14682,4,28,16,0,0,0,0,0
408,11395157,2020/12/31,14820,16,719.6600037,36,0,0,0,0,0
409,11395157,2021/1/1,18690,11,531.960022,29,0,0,0,0,0
410,11395157,2021/1/2,13020,7,762.0200195,22,0,0,0,0,0
411,11395157,2021/1/3,20172,9,424.9200058,35,0,0,0,0,0
412,11395157,2021/1/4,20922,3,0,7,0,0,0,0,0
413,11395157,2021/1/5,18444,7,287.980011,18,0,0,0,0,0
414,11395157,2021/1/6,10350,5,40,22,0,0,0,0,0
415,11395157,2021/1/7,13224,6,84,28,0,0,0,0,0
416,11395157,2021/1/8,9342,4,33,16,0,0,0,0,0
417,11395157,2021/1/9,16674,18,708.3200073,46,0,0,0,0,0
418,11395157,2021/1/10,15174,6,128,25,0,0,0,0,0
419,11395157,2021/1/11,10908,3,10,4,0,0,0,0,0
420,11447092,2020/12/21,11580,1,0,9,0,0,0,0,0
421,11447092,2020/12/22,10710,7,0,51,0,0,0,0,0
422,11447092,2020/12/23,15954,5,0,23,0,0,0,0,0
423,11447092,2020/12/24,10242,6,10,13,0,0,0,0,0
424,11447092,2020/12/25,4680,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0,0
426,0,0,0,0,0,0,0,0,0,0,0
427,11447092,2020/12/28,5490,4,1322,8,0,0,0,0,0
428,11447092,2020/12/29,11952,6,30,33,0,0,0,0,0
429,11447092,2020/12/30,10134,5,809,26,0,0,0,0,0
430,11447092,2020/12/31,10062,8,938,18,0,0,0,0,0
431,11447092,2021/1/1,12228,10,414,22,0,0,0,0,0
432,11447092,2021/1/2,12018,11,1662,39,0,0,0,1,0
433,11447092,2021/1/3,10092,6,340,36,0,0,0,0,0
434,11447092,2021/1/4,7704,2,120,5,0,0,0,0,0
435,11447092,2021/1/5,8766,1,0,1,0,0,0,0,0
436,11447092,2021/1/6,1806,4,86,10,0,0,0,0,0
437,0,0,0,0,0,0,0,0,0,0,0
438,0,0,0,0,0,0,0,0,0,0,0
439,0,0,0,0,0,0,0,0,0,0,0
440,0,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0,0
444,0,0,0,0,0,0,0,0,0,0,0
445,0,0,0,0,0,0,0,0,0,0,0
446,0,0,0,0,0,0,0,0,0,0,0
447,0,0,0,0,0,0,0,0,0,0,0
448,0,0,0,0,0,0,0,0,0,0,0
449,11447092,2021/1/19,0,0,0,0,0,0,0,0,0
450,11463176,2020/12/31,24378,0,0,0,0,0,0,0,0
451,11463176,2021/1/1,27198,0,0,0,0,0,0,0,0
452,11463176,2021/1/2,23148,0,0,0,0,0,0,0,0
453,11463176,2021/1/3,23778,0,0,0,0,0,0,0,0
454,11463176,2021/1/4,23802,0,0,0,0,0,0,0,0
455,11463176,2021/1/5,22752,0,0,0,0,0,0,0,0
456,11463176,2021/1/6,22002,0,0,0,0,0,0,0,0
457,11463176,2021/1/7,20616,0,0,0,0,0,0,0,0
458,11463176,2021/1/8,21558,0,0,0,0,0,0,0,0
459,11463176,2021/1/9,22182,0,0,0,0,0,0,0,0
460,11463176,2021/1/10,17886,0,0,0,0,0,0,0,0
