10043210,10043210,2020-11-26,22260,6,350,21,17,1697,1,0,0
10043210,10043210,2020-11-27,27906,2,0,6,4,105,1,0,0
10043210,10043210,2020-11-28,14856,9,259,32,25,1708,1,0,0
10043210,10043210,2020-11-29,11796,3,177,8,0,0,0,0,0
10043210,10043210,2020-11-30,13554,3,0,5,9,445,1,0,0
10043210,10043210,2020-12-01,14910,3,0,7,7,310,1,0,0
10043210,10043210,2020-12-02,11166,0,0,0,17,270,1,0,0
10043210,10043210,2020-12-03,0,0,0,0,0,0,0,0,0
10043210,10043210,2020-12-25,12,0,0,0,0,0,0,0,0
10043210,10043210,2021-01-04,0,0,0,0,0,0,0,0,0
10064441,10064441,2020-12-29,4152,1,0,2,0,0,0,0,0
10064441,10064441,2020-12-30,11100,1,0,12,0,0,0,0,0
10064441,10064441,2020-12-31,4242,0,0,0,0,0,0,0,0
10064441,10064441,2021-01-01,12450,1,74,3,0,0,0,0,0
10120467,10120467,2020-11-25,16620,2,9,2,0,0,0,0,0
10120467,10120467,2020-11-26,6072,0,0,0,0,0,0,0,0
10120467,10120467,2020-11-27,16224,1,0,1,0,0,0,0,0
10120467,10120467,2020-11-28,26016,0,0,0,0,0,0,0,0
10120467,10120467,2020-11-29,27768,0,0,0,0,0,0,0,0
10120467,10120467,2020-11-30,14988,0,0,0,0,0,0,0,0
10120467,10120467,2020-12-01,12540,1,0,5,0,0,0,0,0
10120467,10120467,2020-12-02,16140,0,0,0,0,0,0,0,0
10120467,10120467,2020-12-03,26082,0,0,0,0,0,0,0,0
10154436,10154436,2020-10-23,38274,0,0,0,0,0,0,0,0
10154436,10154436,2020-10-24,30288,0,0,0,0,0,0,0,0
10154436,10154436,2020-10-25,26706,0,0,0,1,0.100000001,0,0,0
10154436,10154436,2020-10-26,26778,0,0,0,0,0,0,0,0
10154436,10154436,2020-10-27,27996,0,0,0,0,0,0,0,0
10154436,10154436,2020-10-28,32586,0,0,0,0,0,0,0,0
10154436,10154436,2020-10-29,32550,1,0,2,0,0,0,0,0
10154436,10154436,2020-10-30,38040,0,0,0,0,0,0,0,0
10154436,10154436,2020-10-31,32748,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-01,37152,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-02,35028,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-03,36150,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-04,34980,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-05,31158,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-06,33660,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-07,26736,1,0,1,0,0,0,0,0
10154436,10154436,2020-11-08,68862,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-09,31752,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-10,32634,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-11,34998,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-12,30180,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-13,20580,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-14,23388,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-15,34716,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-16,28128,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-17,31842,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-18,29532,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-19,32508,1,25,1,0,0,0,0,0
10154436,10154436,2020-11-20,31728,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-21,30636,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-22,13476,0,0,0,0,0,0,0,0
10154436,10154436,2020-11-23,25446,0,0,0,0,0,0,0,0
